CustomerID,FirstName,LastName,Gender,Phone,Email,City,State,RegionID,SignupDate,Segment,LoyaltyMember
C-18723,Fatima,Ogunleye,F,09169766793,fatima.ogunleye294@outlook.com,Onitsha,Anambra,R06,2020-09-29,Standard,Y
C-18724,Khadija,Chukwu,F,09098465746,khadija.chukwu891@gmail.com,Abuja,FCT,R03,2019-03-23,Standard,Y
C-18725,Simisola,Odutola,F,07014256887,simisola.odutola64@outlook.com,Ibadan,Oyo,R02,2025-03-01,Occasional,N
C-18726,Musa,Adesina,M,08089738723,musa.adesina775@gmail.com,Abuja,FCT,R03,2021-01-09,Standard,N
C-18727,Nonso,Garba,M,07095588411,nonso.garba549@yahoo.com,Abuja,FCT,R03,2023-11-27,Occasional,Y
C-18728,Rotimi,Waziri,M,09026515098,rotimi.waziri857@gmail.com,Lagos,Lagos,R01,2020-09-30,Standard,N
C-18729,Usman,Bakare,M,09095335237,usman.bakare573@hotmail.com,Kaduna,Kaduna,R05,2024-01-05,Occasional,N
C-18730,Ijeoma,Waziri,F,09192637456,ijeoma.waziri904@gmail.com,Abuja,FCT,R03,2022-05-23,Occasional,N
C-18731,Khadija,Fashola,F,08020501973,khadija.fashola773@hotmail.com,Ibadan,Oyo,R02,2019-07-28,Standard,Y
C-18732,Obinna,Ajayi,M,09095469571,obinna.ajayi127@hotmail.com,Kaduna,Kaduna,R05,2020-06-21,Standard,N
C-18733,Maryam,Obi,F,07040448348,maryam.obi822@yahoo.com,BENIN CITY,Edo,R04,2019-05-31,Standard,Y
C-18734,Obinna,Uzo,M,09066440433,obinna.uzo19@hotmail.com,Lagos,Lagos,R01,2025-01-14,Premium,Y
C-18735,Blessing,Danjuma,F,08051052948,blessing.danjuma937@hotmail.com,Ibadan,Oyo,R02,2019-10-10,Occasional,N
C-18736,Funke,Olawale,F,09131168270,funke.olawale169@outlook.com,Port Harcourt,Rivers,R04,2021-12-27,Standard,Y
C-18737,Ronke,Nwachukwu,F,09197713680,ronke.nwachukwu137@gmail.com,Lagos,Lagos,R01,2021-06-06,Occasional,Y
C-18738,Kemi,Salami,F,08134031100,kemi.salami11@hotmail.com,Lagos,Lagos,R01,2024-05-24,Standard,Y
C-18739,Hauwa,Suleiman,F,09138317358,hauwa.suleiman51@yahoo.com,Ibadan,Oyo,R02,2020-11-15,Standard,N
C-18740,Hauwa,Nnamdi,F,07065638203,hauwa.nnamdi861@gmail.com,Benin City,Edo,R04,2021-09-08,Standard,N
C-18741,Nasir,Fashola,M,09110141531,nasir.fashola502@gmail.com,Warri,Delta,R04,2024-05-05,Standard,Y
C-18742,Ibrahim,Madu,M,08068535592,,Abuja,FCT,R03,2025-10-17,Standard,Y
C-18743,Chidinma,Nwachukwu,F,09170665511,chidinma.nwachukwu391@yahoo.com,Abuja,FCT,R03,2019-02-28,Standard,N
C-18744,Zainab,Lawal,F,08170040277,,Lagos,Lagos,R01,2021-05-18,Standard,N
C-18745,Ronke,Iheanacho,F,08165805568,ronke.iheanacho769@outlook.com,Akure,Ondo,R02,2020-05-11,Standard,Y
C-18746,Uche,Abubakar,M,09053506068,uche.abubakar966@hotmail.com,Kaduna,Kaduna,R05,2020-02-04,Standard,Y
C-18747,Kelechi,Falana,M,08134509161,kelechi.falana588@yahoo.com,Warri,Delta,R04,2020-09-12,Standard,N
C-18748,Aisha,Bello,F,07073882711,aisha.bello257@gmail.com,Port Harcourt,Rivers,R04,2019-09-13,Premium,N
C-18749,Tunde,Onwudiwe,M,09136266719,tunde.onwudiwe668@outlook.com,Lagos,Lagos,R01,2019-05-24,Premium,N
C-18750,Simisola,Nnamdi,F,08161897887,simisola.nnamdi552@hotmail.com,Ibadan,Oyo,R02,2021-05-07,Standard,Y
C-18751,Ijeoma,Hassan,F,09091814950,ijeoma.hassan974@gmail.com,Abuja,FCT,R03,2020-03-01,Standard,Y
C-18752,Ikenna,Odutola,M,08153823101,ikenna.odutola354@outlook.com,Abuja,FCT,R03,2022-06-25,Occasional,Y
C-18753,Nneka,Oyelaran,F,09037372079,nneka.oyelaran41@gmail.com,Lagos,Lagos,R01,2020-02-01,Occasional,Y
C-18754,Bolanle,Nwosu,F,09162485322,bolanle.nwosu203@yahoo.com,Lagos,Lagos,R01,2021-05-22,Occasional,N
C-18755,Aisha,Ogunleye,F,07024495501,aisha.ogunleye972@gmail.com,Abuja,FCT,R03,2021-07-08,Standard,N
C-18756,Kelechi,Onyeka,M,07021932209,kelechi.onyeka248@gmail.com,Abeokuta,Ogun,R02,2023-09-11,Standard,Y
C-18757,Khadija,Odutola,F,07050089027,khadija.odutola85@gmail.com, Enugu ,Enugu,R06,2024-08-29,Occasional,N
C-18758,Halima,Musa,F,08137652795,halima.musa341@gmail.com,Enugu,Enugu,R06,2020-03-08,Standard,N
C-18759,Tanko,Garba,M,09113525496,tanko.garba448@gmail.com,Lagos,Lagos,R01,2021-07-28,Standard,Y
C-18760,Zainab,Adesina,F,07080034724,zainab.adesina737@outlook.com,Enugu,Enugu,R06,2022-12-19,Standard,Y
C-18761,Aisha,Fashola,F,07075506098,aisha.fashola361@gmail.com,Abuja,FCT,R03,2021-12-26,Standard,N
C-18762,Amina,Baba,F,07075946435,amina.baba365@hotmail.com,Lagos,Lagos,R01,2023-08-08,Premium,N
C-18763,Segun,Odutola,M,07048054930,segun.odutola12@hotmail.com,Abuja,FCT,R03,2025-09-15,Premium,N
C-18764,Amina,Ajayi,F,08059182228,amina.ajayi182@yahoo.com,Lagos,Lagos,R01,2020-10-29,Standard,N
C-18765,Femi,Chikezie,M,08042476573,femi.chikezie996@hotmail.com,Kaduna,Kaduna,R05,2021-04-30,Standard,N
C-18766,Uche,Tanimu,M,09072823687,uche.tanimu861@gmail.com,Kaduna,Kaduna,R05,2019-04-11,Standard,N
C-18767,Segun,Dauda,M,08091759301,segun.dauda563@yahoo.com,Lagos,Lagos,R01,2023-09-05,Standard,Y
C-18768,Ifeanyi,Musa,M,08137831131,ifeanyi.musa761@gmail.com,Ibadan,Oyo,R02,2019-07-08,Occasional,Y
C-18769,Usman,Lawal,M,08064689682,usman.lawal991@gmail.com,Abuja,FCT,R03,2019-01-03,Premium,Y
C-18770,Nonso,Umeh,M,08120049867,nonso.umeh553@gmail.com,Lagos,Lagos,R01,2024-12-10,Standard,N
C-18771,Chidinma,Akinwande,F,09048089406,,Kano,Kano,R05,2023-01-21,Occasional,N
C-18772,Ijeoma,Sambo,F,09089665760,ijeoma.sambo446@yahoo.com,Enugu,Enugu,R06,2020-04-07,Occasional,Y
C-18773,Nonso,Waziri,M,09065295218,nonso.waziri972@gmail.com,Benin City,Edo,R04,2021-04-30,Premium,N
C-18774,Yusuf,Chukwu,M,08149144515,yusuf.chukwu163@yahoo.com,Lagos,Lagos,R01,2021-10-28,Premium,N
C-18775,Safiya,Ekwueme,F,09089207867,safiya.ekwueme39@outlook.com,Port Harcourt,Rivers,R04,2021-11-19,Standard,N
C-18776,Segun,Musa,M,09076798157,segun.musa933@gmail.com,Lagos,Lagos,R01,2019-03-21,Standard,Y
C-18777,Modupe,Olawale,F,08154707862,modupe.olawale611@yahoo.com,Lagos,Lagos,R01,2023-11-26,Standard,Y
C-18778,Titilayo,Ojo,F,08183192775,titilayo.ojo470@yahoo.com,Lagos,Lagos,R01,2021-09-10,Standard,Y
C-18779,Gbenga,Ajayi,M,09195641552,gbenga.ajayi33@outlook.com,Lagos,Lagos,R01,2023-11-07,Premium,N
C-18780,Lekan,Afolabi,M,07061964197,lekan.afolabi707@hotmail.com,Lagos,Lagos,R01,2021-12-13,Occasional,Y
C-18781,Amina,Olawale,F,08129133498,amina.olawale658@gmail.com,Abuja,FCT,R03,2021-08-09,Occasional,N
C-18782,Abdullahi,Madu,M,08030837904,abdullahi.madu739@gmail.com,Kano,Kano,R05,2019-03-13,Premium,Y
C-18783,Femi,Ude,M,09022067814,femi.ude847@hotmail.com,Lagos,Lagos,R01,2022-12-25,Standard,Y
C-18784,Aisha,Adeyemi,F,08043744102,aisha.adeyemi360@gmail.com,Lagos,Lagos,R01,2019-09-27,Occasional,N
C-18785,Modupe,Ogbonna,F,08036946886,modupe.ogbonna718@gmail.com,Warri,Delta,R04,2021-07-09,Occasional,N
C-18786,Tanko,Shehu,M,09162559792,tanko.shehu797@gmail.com,Onitsha ,Anambra,R06,2022-08-14,Standard,Y
C-18787,Segun,Balogun,M,07028822045,segun.balogun321@gmail.com,Lagos,Lagos,R01,2021-11-05,Standard,N
C-18788,Segun,Chikezie,M,09178700310,segun.chikezie938@gmail.com,Abuja,FCT,R03,2025-04-07,Standard,N
C-18789,Ibrahim,Ogundipe,M,09059734032,ibrahim.ogundipe407@hotmail.com,Lagos,Lagos,R01,2022-05-18,Standard,Y
C-18790,Kemi,Obi,F,08073552017,kemi.obi36@gmail.com,Warri,Delta,R04,2025-10-01,Standard,Y
C-18791,Yetunde,Oladipo,F,09039216531,yetunde.oladipo863@gmail.com,Abuja,FCT,R03,2024-04-16,Standard,Y
C-18792,Rukayat,Abdulrahman,F,08174261302,rukayat.abdulrahman935@yahoo.com,Lagos,Lagos,R01,2023-03-17,Occasional,Y
C-18793,Fatima,Salami,F,07030185131,fatima.salami971@hotmail.com,Enugu,Enugu,R06,2024-10-05,Standard,Y
C-18794,Folake,Ojo,F,09065455971,folake.ojo586@outlook.com,Enugu,Enugu,R06,2023-11-04,Occasional,Y
C-18795,Abdullahi,Ajayi,M,09112646186,abdullahi.ajayi938@gmail.com,Lagos,Lagos,R01,2023-08-27,Standard,Y
C-18796,Bello,Musa,M,08138413080,bello.musa496@gmail.com,Lagos,Lagos,R01,2021-12-27,Standard,Y
C-18797,Ibrahim,Iheanacho,M,09070179411,ibrahim.iheanacho73@gmail.com,Abuja,FCT,R03,2024-06-08,Standard,Y
C-18798,Folake,Onwudiwe,F,07029816761,folake.onwudiwe630@gmail.com,Lagos,Lagos,R01,2022-07-20,Occasional,N
C-18799,Ikenna,Adesina,M,07095314275,,Lagos,Lagos,R01,2025-03-06,Occasional,N
C-18800,Dapo,Chukwu,M,07055561461,dapo.chukwu385@gmail.com,Benin City,Edo,R04,2024-01-05,Standard,Y
C-18801,Wale,Adeyemi,M,09095937552,wale.adeyemi249@gmail.com,Enugu,Enugu,R06,2021-06-11,Occasional,Y
C-18802,Titilayo,Oladipo,F,08068581871,titilayo.oladipo408@hotmail.com,Kano,Kano,R05,2020-10-04,Standard,N
C-18803,Halima,Ekwueme,F,08097631712,halima.ekwueme896@gmail.com,Kano,Kano,R05,2021-07-03,Occasional,Y
C-18804,Kelechi,Olawale,M,08170227210,kelechi.olawale909@gmail.com,Port Harcourt,Rivers,R04,2021-10-28,Standard,N
C-18805,Uche,Oyelaran,M,08062913521,uche.oyelaran792@hotmail.com,Abuja,FCT,R03,2024-07-20,Standard,N
C-18806,Adanna,Lawal,F,07066928314,,Enugu,Enugu,R06,2024-06-14,Standard,N
C-18807,Tunde,Falana,M,07066078265,tunde.falana718@gmail.com,Lagos,Lagos,R01,2025-10-22,Standard,Y
C-18808,Simisola,Bello,F,09135435856,simisola.bello976@gmail.com,Lagos,Lagos,R01,2025-05-12,Standard,Y
C-18809,Aisha,Balogun,F,08023180767,aisha.balogun995@gmail.com,Lagos,Lagos,R01,2023-02-28,Occasional,N
C-18810,Funke,Aliyu,F,07011922103,funke.aliyu637@outlook.com,Enugu,Enugu,R06,2021-05-07,Occasional,Y
C-18811,Ikenna,Garba,M,08119312127,ikenna.garba10@hotmail.com,Ibadan,Oyo,R02,2020-05-28,Standard,N
C-18812,Ikenna,Waziri,M,07096236713,ikenna.waziri934@gmail.com,abuja,FCT,R03,2025-06-05,Standard,N
C-18813,Femi,Ogundipe,M,09058073706,femi.ogundipe736@hotmail.com,Port Harcourt,Rivers,R04,2022-09-12,Occasional,N
C-18814,Ayodeji,Ojo,M,07018507818,ayodeji.ojo66@gmail.com,Kaduna,Kaduna,R05,2024-02-20,Standard,Y
C-18815,Wale,Hassan,M,09039947341,wale.hassan729@outlook.com,Lagos,Lagos,R01,2020-11-05,Occasional,N
C-18816,Aisha,Bakare,F,08156390244,aisha.bakare452@yahoo.com,Abuja,FCT,R03,2019-04-05,Occasional,N
C-18817,Ifeanyi,Adesina,M,09075123043,ifeanyi.adesina776@gmail.com,Enugu,Enugu,R06,2019-06-15,Standard,N
C-18818,Femi,Danjuma,M,08045232933,femi.danjuma205@gmail.com,Kano,Kano,R05,2022-06-18,Occasional,N
C-18819,Somto,Nnamdi,M,07056913233,somto.nnamdi734@gmail.com,Abuja,FCT,R03,2024-05-15,Occasional,N
C-18820,Khadija,Danjuma,F,09197931055,khadija.danjuma128@yahoo.com,Lagos,Lagos,R01,2019-02-06,Occasional,Y
C-18821,Wale,Waziri,M,08070266418,wale.waziri923@gmail.com,WARRI,Delta,R04,2020-10-12,Standard,Y
C-18822,Kemi,Ogunleye,F,07018042764,kemi.ogunleye377@gmail.com,Abuja,FCT,R03,2024-04-03,Standard,N
C-18823,Zainab,Ezenwa,F,09094182776,zainab.ezenwa659@hotmail.com,Onitsha,Anambra,R06,2024-12-01,Occasional,N
C-18824,Rotimi,Ogunleye,M,08075844452,rotimi.ogunleye916@outlook.com,Benin City,Edo,R04,2019-01-31,Premium,N
C-18825,Chinedu,Umeh,M,08113403181,chinedu.umeh851@gmail.com,Onitsha,Anambra,R06,2025-03-12,Standard,Y
C-18826,Femi,Chikezie,M,09119280787,femi.chikezie872@hotmail.com,Lagos,Lagos,R01,2021-12-28,Occasional,Y
C-18827,Bisi,Fashola,F,09097948822,bisi.fashola704@outlook.com,Port Harcourt,Rivers,R04,2019-04-21,Standard,Y
C-18828,Musa,Musa,M,08095211981,musa.musa789@hotmail.com,Lagos,Lagos,R01,2024-01-21,Standard,N
C-18829,Lekan,Ezenwa,M,09130361951,lekan.ezenwa921@gmail.com,Lagos,Lagos,R01,2025-06-17,Standard,Y
C-18830,Segun,Baba,M,09145926059,segun.baba283@gmail.com,Lagos,Lagos,R01,2023-10-21,Occasional,Y
C-18831,Chuka,Nwosu,M,09016038657,chuka.nwosu583@yahoo.com,Abuja,FCT,R03,2023-02-26,Standard,N
C-18832,Emeka,Musa,M,08196266308,emeka.musa751@outlook.com,Abuja,FCT,R03,2023-12-05,Standard,N
C-18833,Kemi,Yakubu,F,07059541767,kemi.yakubu415@outlook.com,Ibadan,Oyo,R02,2025-07-13,Standard,N
C-18834,Fatima,Ogunleye,F,09118909095,fatima.ogunleye279@gmail.com,Lagos,Lagos,R01,2023-10-08,Standard,Y
C-18835,Nasir,Shehu,M,09136749496,nasir.shehu713@hotmail.com,Lagos,Lagos,R01,2020-10-25,Standard,N
C-18836,Amara,Obi,F,09132020028,amara.obi796@outlook.com,Abuja,FCT,R03,2019-08-14,Standard,Y
C-18837,Nasir,Ogunleye,M,09117829327,nasir.ogunleye975@yahoo.com,Kano,Kano,R05,2020-12-08,Standard,Y
C-18838,Hauwa,Danjuma,F,09098983152,hauwa.danjuma602@gmail.com,Lagos,Lagos,R01,2019-09-12,Standard,N
C-18839,Khadija,Eze,F,07063192768,khadija.eze287@yahoo.com,Enugu,Enugu,R06,2022-07-24,Standard,Y
C-18840,Fatima,Abubakar,F,08131444728,fatima.abubakar743@gmail.com,Lagos,Lagos,R01,2023-03-02,Standard,N
C-18841,Chinedu,Sambo,M,08084879287,chinedu.sambo744@yahoo.com,Ibadan,Oyo,R02,2023-05-31,Occasional,Y
C-18842,Amina,Danjuma,F,09135054092,amina.danjuma753@gmail.com,Enugu,Enugu,R06,2021-02-10,Occasional,N
C-18843,Nneka,Anyanwu,F,09118692818,nneka.anyanwu98@gmail.com,Port Harcourt,Rivers,R04,2019-03-01,Standard,Y
C-18844,Yusuf,Uzo,M,09031792825,yusuf.uzo243@gmail.com,Kano,Kano,R05,2020-07-10,Standard,Y
C-18845,Amina,Onyeka,F,09017333884,amina.onyeka94@outlook.com,Abeokuta,Ogun,R02,2020-02-05,Standard,N
C-18846,Musa,Ekwueme,M,08119685664,musa.ekwueme310@gmail.com,Lagos,Lagos,R01,2024-12-16,Standard,N
C-18847,Gbenga,Fashola,M,08124849460,gbenga.fashola501@outlook.com,ABUJA,FCT,R03,2023-03-08,Premium,N
C-18848,Chinedu,Iheanacho,M,08172615930,chinedu.iheanacho810@outlook.com,Abeokuta,Ogun,R02,2025-08-08,Standard,N
C-18849,Bello,Onwudiwe,M,07047959017,bello.onwudiwe450@outlook.com,Kaduna,Kaduna,R05,2021-02-09,Premium,Y
C-18850,Somto,Balogun,M,09024547992,somto.balogun306@gmail.com,Ibadan,Oyo,R02,2023-01-30,Premium,N
C-18851,Oluchi,Nwosu,F,07079206052,oluchi.nwosu575@gmail.com,Lagos,Lagos,R01,2025-04-11,Standard,N
C-18852,Khadija,Kalu,F,08017318210,,Lagos,Lagos,R01,2025-07-16,Occasional,Y
C-18853,Kelechi,Musa,M,08075680066,kelechi.musa236@yahoo.com,Kaduna,Kaduna,R05,2022-09-23,Standard,Y
C-18854,Amina,Madu,F,07021181739,amina.madu532@gmail.com,Kano,Kano,R05,2023-04-22,Standard,N
C-18855,Modupe,Umeh,F,08034742143,modupe.umeh685@hotmail.com,Lagos,Lagos,R01,2021-12-17,Occasional,N
C-18856,Yetunde,Abdulrahman,F,09159906240,yetunde.abdulrahman540@yahoo.com,lagos,Lagos,R01,2022-01-12,Standard,Y
C-18857,Amara,Hassan,F,08071552500,amara.hassan849@hotmail.com,Benin City,Edo,R04,2025-03-14,Occasional,Y
C-18858,Chidinma,Aliyu,F,09162137761,chidinma.aliyu312@gmail.com,Ibadan,Oyo,R02,2020-05-24,Premium,Y
C-18859,Femi,Nwosu,M,08058254092,femi.nwosu10@gmail.com,Ilorin,Kwara,R03,2024-08-21,Occasional,N
C-18860,Uche,Bello,M,07058130065,uche.bello763@yahoo.com,Abuja,FCT,R03,2020-06-12,Standard,Y
C-18861,Titilayo,Musa,F,09096973223,titilayo.musa52@outlook.com,Abuja,FCT,R03,2021-03-17,Premium,Y
C-18862,Bello,Lawal,M,07062532726,bello.lawal150@gmail.com,Lagos,Lagos,R01,2022-11-18,Occasional,Y
C-18863,Bisi,Onyeka,F,09082949383,bisi.onyeka656@hotmail.com,Port Harcourt,Rivers,R04,2020-10-04,Standard,N
C-18864,Uche,Chukwu,M,07079603597,uche.chukwu247@gmail.com,Lagos,Lagos,R01,2020-10-28,Standard,N
C-18865,Blessing,Balogun,F,08023835050,blessing.balogun134@gmail.com,Lagos,Lagos,R01,2021-12-30,Standard,N
C-18866,Zainab,Onyeka,F,09064855598,zainab.onyeka455@yahoo.com,Lagos,Lagos,R01,2019-08-24,Standard,Y
C-18867,Ikenna,Adeyemi,M,07028576430,ikenna.adeyemi236@hotmail.com,Lagos,Lagos,R01,2019-02-05,Premium,Y
C-18868,Bisi,Olawale,F,07059838252,bisi.olawale842@hotmail.com,Benin City,Edo,R04,2023-10-08,Standard,Y
C-18869,Nonso,Nwosu,M,09051864724,nonso.nwosu89@hotmail.com,Lagos,Lagos,R01,2022-08-23,Premium,Y
C-18870,Ngozi,Uzo,F,09181839781,ngozi.uzo854@gmail.com,Abuja,FCT,R03,2022-04-29,Standard,Y
C-18871,Halima,Ekwueme,F,08053262467,halima.ekwueme927@gmail.com,Kano,Kano,R05,2019-09-18,Standard,Y
C-18872,Titilayo,Falana,F,08025659647,titilayo.falana607@hotmail.com,Lagos,Lagos,R01,2020-05-13,Premium,Y
C-18873,Adaeze,Chikezie,F,08184122352,adaeze.chikezie491@yahoo.com, Port Harcourt ,Rivers,R04,2020-01-25,Standard,N
C-18874,Chidinma,Mohammed,F,07030538623,chidinma.mohammed929@gmail.com,Kaduna,Kaduna,R05,2021-03-30,Occasional,Y
C-18875,Safiya,Bakare,F,08193632972,safiya.bakare497@gmail.com,Ibadan,Oyo,R02,2024-11-29,Standard,N
C-18876,Khadija,Lawal,F,09168694776,khadija.lawal119@gmail.com,Port Harcourt,Rivers,R04,2019-11-14,Standard,N
C-18877,Ronke,Aliyu,F,09061533161,ronke.aliyu78@gmail.com,KADUNA,Kaduna,R05,2022-04-16,Standard,Y
C-18878,Femi,Garba,M,07043239492,femi.garba645@gmail.com,Warri,Delta,R04,2019-01-18,Standard,Y
C-18879,Amara,Ogbonna,F,09171041578,amara.ogbonna184@outlook.com,Kaduna,Kaduna,R05,2021-06-11,Standard,N
C-18880,Ronke,Nwachukwu,F,09128368270,ronke.nwachukwu403@hotmail.com,Abuja,FCT,R03,2020-12-26,Standard,Y
C-18881,Bolanle,Nwachukwu,F,,bolanle.nwachukwu718@gmail.com,Ibadan,Oyo,R02,2020-03-22,Occasional,N
C-18882,Adaeze,Lawal,F,09166958004,adaeze.lawal325@gmail.com,Port Harcourt,Rivers,R04,2021-10-14,Standard,N
C-18883,Nasir,Ezenwa,M,08057649135,nasir.ezenwa282@gmail.com,Lagos,Lagos,R01,2022-03-16,Standard,Y
C-18884,Modupe,Sambo,F,07047240032,modupe.sambo968@gmail.com,Abuja,FCT,R03,2020-11-18,Standard,N
C-18885,Fatima,Obi,F,07059423627,fatima.obi902@gmail.com,Kaduna,Kaduna,R05,2025-04-19,Standard,N
C-18886,Ikenna,Afolabi,M,09151602757,,Lagos,Lagos,R01,2020-02-01,Standard,N
C-18887,Ibrahim,Oladipo,M,08127625412,ibrahim.oladipo380@yahoo.com,Onitsha,Anambra,R06,2024-03-30,Occasional,Y
C-18888,Yetunde,Igwe,F,07092957684,yetunde.igwe32@yahoo.com,Akure,Ondo,R02,2022-12-10,Occasional,N
C-18889,Ibrahim,Madu,M,09183522259,ibrahim.madu528@yahoo.com,Lagos,Lagos,R01,2021-03-06,Premium,N
C-18890,Ngozi,Falana,F,09098996360,ngozi.falana518@hotmail.com,Lagos,Lagos,R01,2021-06-14,Premium,N
C-18891,Chuka,Soyinka,M,08014985283,chuka.soyinka515@gmail.com,Warri,Delta,R04,2024-04-13,Standard,N
C-18892,Tanko,Uzo,M,09144264753,tanko.uzo751@yahoo.com,Lagos,Lagos,R01,2019-03-30,Standard,Y
C-18893,Tanko,Yakubu,M,07099479715,tanko.yakubu258@outlook.com,Benin City,Edo,R04,2023-08-19,Occasional,Y
C-18894,Emeka,Garba,M,08063950680,emeka.garba364@gmail.com,Lagos,Lagos,R01,2024-07-04,Standard,N
C-18895,Nneka,Nwachukwu,F,08160444697,nneka.nwachukwu533@gmail.com,Lagos,Lagos,R01,2022-06-28,Standard,Y
C-18896,Nonso,Adeyemi,M,07081822664,nonso.adeyemi389@gmail.com,Lagos,Lagos,R01,2023-01-22,Standard,Y
C-18897,Abdullahi,Umeh,M,08132469093,abdullahi.umeh726@hotmail.com,Lagos,Lagos,R01,2019-04-20,Standard,N
C-18898,Halima,Dauda,F,08023015572,halima.dauda260@gmail.com,Abeokuta,Ogun,R02,2023-06-27,Standard,Y
C-18899,Fatima,Oyelaran,F,08068262609,fatima.oyelaran531@gmail.com,Lagos,Lagos,R01,2020-12-09,Standard,N
C-18900,Amara,Ogbonna,F,08111390553,amara.ogbonna632@gmail.com,Lagos,Lagos,R01,2020-09-15,Standard,Y
C-18901,Safiya,Garba,F,07081967190,safiya.garba261@outlook.com,Kano,Kano,R05,2024-04-25,Standard,N
C-18902,Somto,Kalu,M,08076254213,somto.kalu215@hotmail.com,Warri,Delta,R04,2025-01-01,Occasional,Y
C-18903,Amara,Soyinka,F,08028077541,amara.soyinka302@gmail.com,Abuja,FCT,R03,2022-02-26,Standard,N
C-18904,Chiamaka,Balogun,F,09122386398,chiamaka.balogun102@outlook.com,Benin City,Edo,R04,2022-07-26,Occasional,N
C-18905,Ijeoma,Adeyemi,F,09038901085,ijeoma.adeyemi784@gmail.com,Lagos,Lagos,R01,2020-08-16,Premium,N
C-18906,Nonso,Ojo,M,08045410240,nonso.ojo389@gmail.com,Kaduna,Kaduna,R05,2020-12-24,Occasional,N
C-18907,Ebuka,Igwe,M,07058754019,ebuka.igwe962@gmail.com,ENUGU,Enugu,R06,2020-04-28,Standard,Y
C-18908,Nneka,Fashola,F,09145386043,nneka.fashola679@gmail.com,Onitsha,Anambra,R06,2019-05-03,Standard,Y
C-18909,Abdullahi,Ude,M,08096161088,abdullahi.ude643@gmail.com,Ibadan,Oyo,R02,2023-01-21,Occasional,N
C-18910,Hauwa,Bello,F,,hauwa.bello553@yahoo.com,Warri,Delta,R04,2020-04-09,Occasional,N
C-18911,Lekan,Adebayo,M,07086879816,lekan.adebayo278@gmail.com,Abuja,FCT,R03,2020-04-27,Occasional,N
C-18912,Funke,Balogun,F,07098926881,funke.balogun945@gmail.com,Enugu,Enugu,R06,2020-01-21,Occasional,Y
C-18913,Bisi,Soyinka,F,08026597349,bisi.soyinka674@outlook.com,enugu,Enugu,R06,2021-04-19,Standard,Y
C-18914,Amina,Bello,F,08067192068,amina.bello702@gmail.com,Lagos,Lagos,R01,2020-03-14,Standard,Y
C-18915,Kelechi,Kalu,M,09140243882,,Abeokuta,Ogun,R02,2021-02-05,Standard,Y
C-18916,Tanko,Nwachukwu,M,09122306522,tanko.nwachukwu516@yahoo.com,Benin City,Edo,R04,2020-09-02,Standard,N
C-18917,Bisi,Anyanwu,F,09192954771,bisi.anyanwu647@hotmail.com,Onitsha,Anambra,R06,2024-01-17,Standard,Y
C-18918,Kemi,Bakare,F,,kemi.bakare660@hotmail.com,Abuja,FCT,R03,2025-08-23,Standard,N
C-18919,Blessing,Oyelaran,F,09023536606,blessing.oyelaran393@gmail.com,Kaduna,Kaduna,R05,2022-04-06,Standard,N
C-18920,Adaeze,Abdulrahman,F,09053991245,adaeze.abdulrahman476@gmail.com,Lagos,Lagos,R01,2020-04-11,Occasional,N
C-18921,Ijeoma,Umeh,F,09049776853,ijeoma.umeh538@gmail.com,Ilorin,Kwara,R03,2024-11-15,Standard,Y
C-18922,Ikenna,Ogbonna,M,09158800458,ikenna.ogbonna65@gmail.com,Lagos,Lagos,R01,2020-07-25,Standard,N
C-18923,Tunde,Danjuma,M,07063324626,tunde.danjuma531@gmail.com,ibadan,Oyo,R02,2022-08-08,Occasional,Y
C-18924,Blessing,Dauda,F,08154658270,blessing.dauda328@gmail.com,Lagos,Lagos,R01,2024-12-11,Occasional,N
C-18925,Safiya,Dauda,F,08169213972,safiya.dauda740@gmail.com,Enugu,Enugu,R06,2021-02-02,Standard,N
C-18926,Folake,Ude,F,08173849312,folake.ude481@gmail.com,Abuja,FCT,R03,2022-01-05,Occasional,Y
C-18927,Ebuka,Anyanwu,M,07052570436,ebuka.anyanwu832@gmail.com,Onitsha,Anambra,R06,2019-06-17,Premium,N
C-18928,Chuka,Bello,M,09037086741,chuka.bello964@gmail.com,Onitsha,Anambra,R06,2023-04-06,Standard,N
C-18929,Halima,Fashola,F,08064217645,,Abuja,FCT,R03,2022-12-01,Occasional,Y
C-18930,Ebuka,Fashola,M,09069838766,ebuka.fashola451@gmail.com,Benin City,Edo,R04,2025-08-27,Premium,Y
C-18931,Adaeze,Lawal,F,08178693641,adaeze.lawal289@gmail.com,Kano,Kano,R05,2020-02-12,Premium,N
C-18932,Ayodeji,Bello,M,08193539831,ayodeji.bello504@gmail.com,Abuja,FCT,R03,2020-02-26,Occasional,N
C-18933,Oluchi,Falana,F,08171932342,oluchi.falana520@yahoo.com,Abuja,FCT,R03,2023-09-22,Standard,Y
C-18934,Gbenga,Uzo,M,08189380554,gbenga.uzo76@gmail.com,Lagos,Lagos,R01,2021-01-27,Occasional,Y
C-18935,Ayodeji,Eze,M,09183997378,ayodeji.eze211@outlook.com,Lagos,Lagos,R01,2023-09-21,Premium,Y
C-18936,Ifeanyi,Okonkwo,M,08146615851,ifeanyi.okonkwo880@outlook.com,Port Harcourt,Rivers,R04,2024-01-13,Standard,N
